id,ranked_id,username,champion_id,champion_level,champion_points,champion_points_since_last_level,champion_points_until_next_level,chest_granted,last_play_time,created_at,updated_at
44232,37,GEM Vrilyarethez#GEM,56,0,0,0,0,false,2025-10-11 19:19:32.558+00,2025-10-11 19:18:39.904721+00,2025-10-11 19:18:39.904721+00
44233,37,GEM Vrilyarethez#GEM,20,0,0,0,0,false,2025-10-11 19:19:36.172+00,2025-10-11 19:18:43.511281+00,2025-10-11 19:18:43.511281+00
44234,37,GEM Vrilyarethez#GEM,516,0,0,0,0,false,2025-10-11 19:19:42.935+00,2025-10-11 19:18:50.286266+00,2025-10-11 19:18:50.286266+00
44235,37,GEM Vrilyarethez#GEM,80,0,0,0,0,false,2025-10-11 19:20:08.094+00,2025-10-11 19:19:15.464827+00,2025-10-11 19:19:15.464827+00
44236,37,GEM Vrilyarethez#GEM,78,0,0,0,0,false,2025-10-11 19:20:15.372+00,2025-10-11 19:19:22.712069+00,2025-10-11 19:19:22.712069+00
44237,37,GEM Vrilyarethez#GEM,13,0,0,0,0,false,2025-10-11 19:20:18.829+00,2025-10-11 19:19:26.205546+00,2025-10-11 19:19:26.205546+00
44238,37,GEM Vrilyarethez#GEM,113,0,0,0,0,false,2025-10-11 19:20:22.927+00,2025-10-11 19:19:30.276855+00,2025-10-11 19:19:30.276855+00
44239,37,GEM Vrilyarethez#GEM,875,0,0,0,0,false,2025-10-11 19:20:35.17+00,2025-10-11 19:19:42.646168+00,2025-10-11 19:19:42.646168+00
44240,37,GEM Vrilyarethez#GEM,35,0,0,0,0,false,2025-10-11 19:20:39.067+00,2025-10-11 19:19:46.423026+00,2025-10-11 19:19:46.423026+00
44241,37,GEM Vrilyarethez#GEM,102,0,0,0,0,false,2025-10-11 19:20:42.613+00,2025-10-11 19:19:49.969647+00,2025-10-11 19:19:49.969647+00
44242,37,GEM Vrilyarethez#GEM,27,0,0,0,0,false,2025-10-11 19:20:49.476+00,2025-10-11 19:19:56.796656+00,2025-10-11 19:19:56.796656+00
44243,37,GEM Vrilyarethez#GEM,14,0,0,0,0,false,2025-10-11 19:20:52.635+00,2025-10-11 19:20:00.263353+00,2025-10-11 19:20:00.263353+00
44244,37,GEM Vrilyarethez#GEM,37,0,0,0,0,false,2025-10-11 19:21:01.232+00,2025-10-11 19:20:08.854852+00,2025-10-11 19:20:08.854852+00
44245,37,GEM Vrilyarethez#GEM,16,0,0,0,0,false,2025-10-11 19:21:04.927+00,2025-10-11 19:20:12.266052+00,2025-10-11 19:20:12.266052+00
44246,37,GEM Vrilyarethez#GEM,50,0,0,0,0,false,2025-10-11 19:21:09.545+00,2025-10-11 19:20:16.922265+00,2025-10-11 19:20:16.922265+00
44247,37,GEM Vrilyarethez#GEM,517,0,0,0,0,false,2025-10-11 19:21:17.362+00,2025-10-11 19:20:24.680942+00,2025-10-11 19:20:24.680942+00
44248,37,GEM Vrilyarethez#GEM,223,0,0,0,0,false,2025-10-11 19:21:21.12+00,2025-10-11 19:20:28.4343+00,2025-10-11 19:20:28.4343+00
44249,37,GEM Vrilyarethez#GEM,44,0,0,0,0,false,2025-10-11 19:21:28.588+00,2025-10-11 19:20:35.939902+00,2025-10-11 19:20:35.939902+00
44250,37,GEM Vrilyarethez#GEM,17,0,0,0,0,false,2025-10-11 19:21:33.689+00,2025-10-11 19:20:41.269173+00,2025-10-11 19:20:41.269173+00
44251,37,GEM Vrilyarethez#GEM,48,0,0,0,0,false,2025-10-11 19:21:53.814+00,2025-10-11 19:21:01.155124+00,2025-10-11 19:21:01.155124+00
44252,37,GEM Vrilyarethez#GEM,6,0,0,0,0,false,2025-10-11 19:22:02.588+00,2025-10-11 19:21:09.871842+00,2025-10-11 19:21:09.871842+00
44253,37,GEM Vrilyarethez#GEM,67,0,0,0,0,false,2025-10-11 19:22:05.932+00,2025-10-11 19:21:13.523782+00,2025-10-11 19:21:13.523782+00
44254,37,GEM Vrilyarethez#GEM,45,0,0,0,0,false,2025-10-11 19:22:11.02+00,2025-10-11 19:21:19.149979+00,2025-10-11 19:21:19.149979+00
44255,37,GEM Vrilyarethez#GEM,161,0,0,0,0,false,2025-10-11 19:22:19.246+00,2025-10-11 19:21:26.590117+00,2025-10-11 19:21:26.590117+00
44256,37,GEM Vrilyarethez#GEM,711,0,0,0,0,false,2025-10-11 19:22:25.717+00,2025-10-11 19:21:33.063835+00,2025-10-11 19:21:33.063835+00
44257,37,GEM Vrilyarethez#GEM,254,0,0,0,0,false,2025-10-11 19:22:53.391+00,2025-10-11 19:22:00.768509+00,2025-10-11 19:22:00.768509+00
44258,37,GEM Vrilyarethez#GEM,19,0,0,0,0,false,2025-10-11 19:22:57.265+00,2025-10-11 19:22:04.675559+00,2025-10-11 19:22:04.675559+00
44259,37,GEM Vrilyarethez#GEM,5,0,0,0,0,false,2025-10-11 19:23:07.095+00,2025-10-11 19:22:14.679353+00,2025-10-11 19:22:14.679353+00
44260,37,GEM Vrilyarethez#GEM,157,0,0,0,0,false,2025-10-11 19:23:14.881+00,2025-10-11 19:22:23.237992+00,2025-10-11 19:22:23.237992+00
44261,37,GEM Vrilyarethez#GEM,83,0,0,0,0,false,2025-10-11 19:23:22.441+00,2025-10-11 19:22:29.757136+00,2025-10-11 19:22:29.757136+00
44262,37,GEM Vrilyarethez#GEM,238,0,0,0,0,false,2025-10-11 19:23:30.566+00,2025-10-11 19:22:37.950058+00,2025-10-11 19:22:37.950058+00
44263,37,GEM Vrilyarethez#GEM,26,0,0,0,0,false,2025-10-11 19:23:37.509+00,2025-10-11 19:22:45.839792+00,2025-10-11 19:22:45.839792+00
44264,37,GEM Vrilyarethez#GEM,143,0,0,0,0,false,2025-10-11 19:23:42.983+00,2025-10-11 19:22:50.300776+00,2025-10-11 19:22:50.300776+00
