id,user_id,ranked_id,ranked_name,ranked_username,bloodline,action,title,description,metadata,created_at
33,3d874267-f665-4c55-9f5d-9c06eea06a75,11,3d874267-f665-4c55-9f5d-9c06eea06a75,GEM Eunilacealle#LAS,Spadelline,MEMBER,¡Nuevo miembro!,3d874267-f665-4c55-9f5d-9c06eea06a75 se ha unido a Spadelline con la cuenta GEM Eunilacealle#LAS,"{""points"":""0"",""username"":""GEM Eunilacealle#LAS"",""bloodline"":""Spadelline""}",2025-10-12 03:32:25.92649+00
37,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,GEM Lageldrynne#GEM,Zephiroth,MEMBER,¡Nuevo miembro!,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b se ha unido a Zephiroth con la cuenta GEM Lageldrynne#GEM,"{""points"":""0"",""username"":""GEM Lageldrynne#GEM"",""bloodline"":""Zephiroth""}",2025-10-12 14:30:23.594962+00
38,3d874267-f665-4c55-9f5d-9c06eea06a75,25,YeII0wDucky,GEM Lagrimelle#GEM,Zephiroth,MEMBER,¡Nuevo miembro!,YeII0wDucky se ha unido a Zephiroth con la cuenta GEM Lagrimelle#GEM,"{""points"":""0"",""username"":""GEM Lagrimelle#GEM"",""bloodline"":""Zephiroth""}",2025-10-12 17:47:56.751213+00
39,3d874267-f665-4c55-9f5d-9c06eea06a75,28,YeII0wDucky,GEM Velchelisse#GEM,Zephiroth,MEMBER,¡Nuevo miembro!,YeII0wDucky se ha unido a Zephiroth con la cuenta GEM Velchelisse#GEM,"{""points"":""0"",""username"":""GEM Velchelisse#GEM"",""bloodline"":""Zephiroth""}",2025-10-12 17:48:21.277104+00
56,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,MEMBER,¡Nuevo miembro!,YeII0wDucky se ha unido a Zephiroth con la cuenta GEM Bricellice#GEM,"{""points"":""0"",""username"":""GEM Bricellice#GEM"",""bloodline"":""Zephiroth""}",2025-10-14 01:04:48.877885+00
57,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejo,GEM Lageldrynne#GEM,Zephiroth,LEVEL_UP,¡Nivel subido!,"Chejo ha subido 1 nivel(es) en GEM Lageldrynne#GEM (Zephiroth), alcanzando nivel 20","{""to"":""20"",""from"":""19"",""gained"":""1"",""points"":""80""}",2025-10-14 01:06:12.260001+00
58,3d874267-f665-4c55-9f5d-9c06eea06a75,18,-,GEM Bricellice#GEM,Zephiroth,LEVEL_UP,¡Nivel subido!,"- ha subido 1 nivel(es) en GEM Bricellice#GEM (Zephiroth), alcanzando nivel 78","{""to"":""78"",""from"":""77"",""gained"":""1"",""points"":""80""}",2025-10-14 01:06:13.535557+00
62,3d874267-f665-4c55-9f5d-9c06eea06a75,18,Ducko,GEM Bricellice#GEM,Zephiroth,WIN,¡Victoria!,Ducko ha ganado 1 victoria en GEM Bricellice#GEM (Zephiroth),"{""wins"":""1"",""points"":""70"",""totalWins"":""78""}",2025-10-14 01:10:39.561911+00
63,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejo,GEM Lageldrynne#GEM,Zephiroth,WIN,¡Victoria!,Chejo ha ganado 1 victoria en GEM Lageldrynne#GEM (Zephiroth),"{""wins"":""1"",""points"":""70"",""totalWins"":""20""}",2025-10-14 01:12:32.214555+00
65,0aadc772-595d-4999-bef3-8ca0602a6e44,33,Toubie,GEM Irzeleriance#LAS,Gladasmy,MEMBER,¡Nuevo miembro!,Toubie se ha unido a Gladasmy con la cuenta GEM Irzeleriance#LAS,"{""points"":""0"",""username"":""GEM Irzeleriance#LAS"",""bloodline"":""Gladasmy""}",2025-10-14 01:15:47.424378+00
66,0aadc772-595d-4999-bef3-8ca0602a6e44,36,Toubie,GEM Vespianelian#GEM,Gladasmy,MEMBER,¡Nuevo miembro!,Toubie se ha unido a Gladasmy con la cuenta GEM Vespianelian#GEM,"{""points"":""0"",""username"":""GEM Vespianelian#GEM"",""bloodline"":""Gladasmy""}",2025-10-14 01:16:07.44209+00
68,3d874267-f665-4c55-9f5d-9c06eea06a75,18,Ducko,GEM Bricellice#GEM,Zephiroth,WIN,¡Victorias!,Ducko ha ganado 2 victorias en GEM Bricellice#GEM (Zephiroth),"{""wins"":""2"",""points"":""140"",""totalWins"":""78""}",2025-10-14 03:54:10.137986+00
84,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,ElAspirinero,GEM Brincellezha#GEM,Spadelline,MEMBER,¡Nuevo miembro!,ElAspirinero se ha unido a Spadelline con la cuenta GEM Brincellezha#GEM,"{""points"":""0"",""username"":""GEM Brincellezha#GEM"",""bloodline"":""Spadelline""}",2025-10-15 22:23:15.710808+00
85,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,Aspy,GEM Brincellezha#GEM,Spadelline,WIN,¡Victoria!,Aspy ha ganado 1 victoria en GEM Brincellezha#GEM (Spadelline),"{""wins"":""1"",""points"":""70"",""totalWins"":""90""}",2025-10-15 23:30:53.995358+00
87,3d874267-f665-4c55-9f5d-9c06eea06a75,18,Ducko,GEM Bricellice#GEM,Zephiroth,LEVEL_UP,¡Nivel subido!,"Ducko ha subido 1 nivel(es) en GEM Bricellice#GEM (Zephiroth), alcanzando nivel 79","{""to"":""79"",""from"":""78"",""gained"":""1"",""points"":""80""}",2025-10-16 02:29:50.145466+00
88,3d874267-f665-4c55-9f5d-9c06eea06a75,18,Ducko,GEM Bricellice#GEM,Zephiroth,RANK_UP,¡Promoción en Flex!,Ducko ha ascendido en Flex de GOLD II a GOLD I en GEM Bricellice#GEM (Zephiroth),"{""queue"":""Flex"",""points"":""25"",""toTier"":""GOLD"",""fromTier"":""GOLD"",""toDivision"":""1"",""fromDivision"":""2"",""divisionsGained"":""1""}",2025-10-16 03:06:26.074404+00
97,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejo,GEM Lageldrynne#GEM,Zephiroth,LEVEL_UP,¡Nivel subido!,"Chejo ha subido 1 nivel(es) en GEM Lageldrynne#GEM (Zephiroth), alcanzando nivel 21","{""to"":""21"",""from"":""20"",""gained"":""1"",""points"":""80""}",2025-10-16 22:01:14.977215+00
118,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gusta_L,GEM Damglantine#GEM,Zephiroth,MEMBER,¡Nuevo miembro!,Gusta_L se ha unido a Zephiroth con la cuenta GEM Damglantine#GEM,"{""points"":""0"",""username"":""GEM Damglantine#GEM"",""bloodline"":""Zephiroth""}",2025-10-17 04:36:45.065008+00
124,3f9f2d3a-b36c-447e-91e7-fd985cc209ed,17,kaztyga2r,GEM Blaandelvals#GEM,Zephiroth,MEMBER,¡Nuevo miembro!,kaztyga2r se ha unido a Zephiroth con la cuenta GEM Blaandelvals#GEM,"{""points"":""0"",""username"":""GEM Blaandelvals#GEM"",""bloodline"":""Zephiroth""}",2025-10-17 06:05:18.707102+00
125,3d874267-f665-4c55-9f5d-9c06eea06a75,18,Ducko,GEM Bricellice#GEM,Zephiroth,LEVEL_UP,¡Nivel subido!,"Ducko ha subido 1 nivel(es) en GEM Bricellice#GEM (Zephiroth), alcanzando nivel 80","{""to"":""80"",""from"":""79"",""gained"":""1"",""points"":""80""}",2025-10-17 17:30:32.05929+00
129,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,Aspy,GEM Brincellezha#GEM,Spadelline,WIN,¡Victoria!,Aspy ha ganado 1 victoria en GEM Brincellezha#GEM (Spadelline),"{""wins"":""1"",""points"":""70"",""totalWins"":""90""}",2025-10-17 17:50:35.37555+00
130,0aadc772-595d-4999-bef3-8ca0602a6e44,36,Tubby,GEM Vespianelian#GEM,Gladasmy,LEVEL_UP,¡Nivel subido!,"Tubby ha subido 1 nivel(es) en GEM Vespianelian#GEM (Gladasmy), alcanzando nivel 78","{""to"":""78"",""from"":""77"",""gained"":""1"",""points"":""80""}",2025-10-17 17:51:00.868512+00
132,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,WIN,¡Victoria!,Gugu ha ganado 1 victoria en GEM Damglantine#GEM (Zephiroth),"{""wins"":""1"",""points"":""70"",""totalWins"":""84""}",2025-10-17 18:25:40.740929+00
134,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,WIN,¡Victoria!,Gugu ha ganado 1 victoria en GEM Damglantine#GEM (Zephiroth),"{""wins"":""1"",""points"":""70"",""totalWins"":""84""}",2025-10-17 18:55:05.572426+00
135,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,Aspy,GEM Brincellezha#GEM,Spadelline,WIN,¡Victorias!,Aspy ha ganado 2 victorias en GEM Brincellezha#GEM (Spadelline),"{""wins"":""2"",""points"":""140"",""totalWins"":""90""}",2025-10-17 20:04:48.719512+00
136,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,Aspy,GEM Brincellezha#GEM,Spadelline,WIN,¡Victoria!,Aspy ha ganado 1 victoria en GEM Brincellezha#GEM (Spadelline),"{""wins"":""1"",""points"":""70"",""totalWins"":""90""}",2025-10-17 20:48:01.328865+00
138,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,ElAspirinero,GEM Brincellezha#GEM,Spadelline,RANK_UP,¡Promoción en Flex!,ElAspirinero ha ascendido en Flex de PLATINUM II a PLATINUM I en GEM Brincellezha#GEM (Spadelline),"{""queue"":""Flex"",""points"":""25"",""toTier"":""PLATINUM"",""fromTier"":""PLATINUM"",""toDivision"":""1"",""fromDivision"":""2"",""divisionsGained"":""1""}",2025-10-17 21:14:44.683426+00
140,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,MEMBER,¡Nuevo miembro!,Supblime se ha unido a Spadelline con la cuenta GEM Lacellire#LAS,"{""points"":""0"",""username"":""GEM Lacellire#LAS"",""bloodline"":""Spadelline""}",2025-10-17 21:21:12.666541+00
144,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,HONOR_UP,¡Honor aumentado!,"Gugu ha incrementado su honor en 1 punto(s) en GEM Damglantine#GEM (Zephiroth), alcanzando nivel 4 de honor","{""to"":""4"",""from"":""3"",""gained"":""1"",""points"":""300""}",2025-10-18 04:11:31.918553+00
145,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,WIN,¡Victoria!,Gugu ha ganado 1 victoria en GEM Damglantine#GEM (Zephiroth),"{""wins"":""1"",""points"":""70"",""totalWins"":""84""}",2025-10-18 04:11:32.257765+00
146,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,WIN,¡Victoria!,Gugu ha ganado 1 victoria en GEM Damglantine#GEM (Zephiroth),"{""wins"":""1"",""points"":""70"",""totalWins"":""84""}",2025-10-18 05:12:42.08195+00
148,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,LEVEL_UP,¡Nivel subido!,"Gugu ha subido 1 nivel(es) en GEM Damglantine#GEM (Zephiroth), alcanzando nivel 85","{""to"":""85"",""from"":""84"",""gained"":""1"",""points"":""80""}",2025-10-18 15:25:57.993353+00
149,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gugu,GEM Damglantine#GEM,Zephiroth,RANK_UP,¡Promoción en Flex!,Gugu ha ascendido en Flex de EMERALD IV a EMERALD III en GEM Damglantine#GEM (Zephiroth),"{""queue"":""Flex"",""points"":""25"",""toTier"":""EMERALD"",""fromTier"":""EMERALD"",""toDivision"":""3"",""fromDivision"":""4"",""divisionsGained"":""1""}",2025-10-18 15:25:58.161891+00
150,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,Aspy,GEM Brincellezha#GEM,Spadelline,RANK_UP,¡Promoción en Flex!,Aspy ha ascendido en Flex de PLATINUM II a PLATINUM I en GEM Brincellezha#GEM (Spadelline),"{""queue"":""Flex"",""points"":""25"",""toTier"":""PLATINUM"",""fromTier"":""PLATINUM"",""toDivision"":""1"",""fromDivision"":""2"",""divisionsGained"":""1""}",2025-10-18 15:25:59.411882+00
152,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,WIN,Victory!,YeII0wDucky won 7 wins in GEM Bricellice#GEM,"{""wins"":""7"",""points"":""490"",""totalWins"":""80""}",2025-10-18 18:10:31.599361+00
163,a098c50f-409f-4fc7-bb2c-c77b073e66cc,19,Gusta_L,GEM Damglantine#GEM,Zephiroth,WIN,Victory!,Gusta_L won 1 win in GEM Damglantine#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""85""}",2025-10-19 05:23:01.611148+00
165,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,WIN,Victory!,YeII0wDucky won 1 win in GEM Bricellice#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""80""}",2025-10-19 13:36:21.500664+00
166,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,HONOR_UP,Honor Increased!,"YeII0wDucky increased their honor in GEM Bricellice#GEM, reaching level 5","{""to"":""5"",""from"":""4"",""gained"":""1"",""points"":""300""}",2025-10-19 13:36:30.467625+00
167,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,RANK_UP,Flex Promotion!,YeII0wDucky climbed in Flex from GOLD IV to PLATINUM IV in GEM Bricellice#GEM,"{""queue"":""Flex"",""points"":""100"",""toTier"":""platinum"",""fromTier"":""GOLD"",""toDivision"":""4"",""fromDivision"":""4"",""divisionsGained"":""4""}",2025-10-19 13:36:35.877945+00
168,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,LEVEL_UP,Level Up!,"YeII0wDucky leveled up 1 time(s) in GEM Bricellice#GEM, reaching level 81","{""to"":""81"",""from"":""80"",""gained"":""1"",""points"":""80""}",2025-10-19 14:29:38.36242+00
169,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,LEVEL_UP,Level Up!,"Chejopatán leveled up 1 time(s) in GEM Lageldrynne#GEM, reaching level 22","{""to"":""22"",""from"":""21"",""gained"":""1"",""points"":""80""}",2025-10-19 14:29:40.717689+00
177,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,RANK_UP,Flex Promotion!,YeII0wDucky climbed in Flex from PLATINUM IV to PLATINUM III in GEM Bricellice#GEM,"{""queue"":""Flex"",""points"":""25"",""toTier"":""PLATINUM"",""fromTier"":""PLATINUM"",""toDivision"":""3"",""fromDivision"":""4"",""divisionsGained"":""1""}",2025-10-19 17:06:58.480526+00
185,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 2 with Galio in GEM Lageldrynne#GEM,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""3"",""championName"":""Galio""}",2025-10-19 20:40:35.156915+00
186,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 2 with Galio in GEM Lageldrynne#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""3"",""championName"":""Galio""}",2025-10-19 20:40:48.549181+00
187,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 3 with Riven in GEM Lageldrynne#GEM,"{""to"":""3"",""from"":""1"",""points"":""100"",""championId"":""92"",""championName"":""Riven""}",2025-10-19 20:41:50.811555+00
188,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 2 with Senna in GEM Lageldrynne#GEM,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""235"",""championName"":""Senna""}",2025-10-19 20:42:04.681549+00
189,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 1 with Zyra in GEM Lageldrynne#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""143"",""championName"":""Zyra""}",2025-10-19 20:43:06.28703+00
191,e55f6073-25c5-4c73-a220-4b6327f7ba5e,14,Hunny,GEM Primrosenrot#GEM,Spadelline,WIN,Victory!,Hunny won 1 win in GEM Primrosenrot#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""86""}",2025-10-19 21:15:02.929401+00
193,3d874267-f665-4c55-9f5d-9c06eea06a75,18,YeII0wDucky,GEM Bricellice#GEM,Zephiroth,WIN,Victory!,YeII0wDucky won 3 wins in GEM Bricellice#GEM,"{""wins"":""3"",""points"":""210"",""totalWins"":""81""}",2025-10-19 21:52:51.495862+00
204,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,WIN,Victory!,Supblime won 2 wins in GEM Lacellire#LAS,"{""wins"":""2"",""points"":""140"",""totalWins"":""85""}",2025-10-21 02:59:25.403854+00
205,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,RANK_UP,SoloQ Promotion!,Supblime climbed in SoloQ from GOLD I to PLATINUM IV in GEM Lacellire#LAS,"{""queue"":""SoloQ"",""points"":""25"",""toTier"":""platinum"",""fromTier"":""GOLD"",""toDivision"":""4"",""fromDivision"":""1"",""divisionsGained"":""1""}",2025-10-21 02:59:44.302631+00
232,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,LEVEL_UP,Level Up!,Chejopatán leveled up to 23 in GEM Lageldrynne#GEM,"{""to"":""23"",""from"":""22"",""gained"":""1"",""points"":""80""}",2025-10-22 00:11:45.743092+00
233,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,LEVEL_UP,Level Up!,Supblime leveled up to 86 in GEM Lacellire#LAS,"{""to"":""86"",""from"":""85"",""gained"":""1"",""points"":""80""}",2025-10-22 00:11:48.37297+00
234,0aadc772-595d-4999-bef3-8ca0602a6e44,36,Toubie,GEM Vespianelian#GEM,Gladasmy,RANK_UP,SoloQ Promotion!,Toubie climbed in SoloQ from GOLD II to GOLD I in GEM Vespianelian#GEM,"{""queue"":""SoloQ"",""points"":""25"",""toTier"":""GOLD"",""fromTier"":""GOLD"",""toDivision"":""1"",""fromDivision"":""2"",""divisionsGained"":""1""}",2025-10-22 02:25:38.825762+00
239,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,MEMBER,New Member!,YeII0wDucky redeemed the Majesty account GEM Gallilessya#GEM,"{""points"":""0"",""username"":""GEM Gallilessya#GEM"",""bloodline"":""Gladasmy""}",2025-10-22 02:28:16.5254+00
241,a098c50f-409f-4fc7-bb2c-c77b073e66cc,13,Gusta_L,GEM PelsNpurmips#GEM,Spadelline,MEMBER,New Member!,Gusta_L redeemed the Majesty account GEM PelsNpurmips#GEM,"{""points"":""0"",""username"":""GEM PelsNpurmips#GEM"",""bloodline"":""Spadelline""}",2025-10-22 04:45:53.432868+00
243,d6bd7eee-de31-4878-932e-12f3378e39c9,46,AmNightmare,GEM Ornetchreans#GEM,Primogenit,WIN,Victory!,AmNightmare won 1 win in GEM Ornetchreans#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""18""}",2025-10-23 01:27:13.179193+00
244,d6bd7eee-de31-4878-932e-12f3378e39c9,46,AmNightmare,GEM Ornetchreans#GEM,Primogenit,WIN,Victory!,AmNightmare won 1 win in GEM Ornetchreans#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""18""}",2025-10-23 01:29:22.887034+00
245,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,LEVEL_UP,Level Up!,Chejopatán leveled up to 24 in GEM Lageldrynne#GEM,"{""to"":""24"",""from"":""23"",""gained"":""1"",""points"":""80""}",2025-10-23 02:11:59.351819+00
246,46c3d5a5-0007-4c7b-b1d2-52ef20e9cb69,9,ElAspirinero,GEM Brincellezha#GEM,Spadelline,LEVEL_UP,Level Up!,ElAspirinero leveled up to 91 in GEM Brincellezha#GEM,"{""to"":""91"",""from"":""90"",""gained"":""1"",""points"":""80""}",2025-10-23 02:12:01.243295+00
251,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 2 with Karma in GEM Lageldrynne#GEM,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""43"",""championName"":""Karma""}",2025-10-23 09:21:15.18336+00
252,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 2 with Zyra in GEM Lageldrynne#GEM,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""143"",""championName"":""Zyra""}",2025-10-23 09:22:21.367937+00
253,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Chejopatán reached mastery level 2 with Sion in GEM Lageldrynne#GEM,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""14"",""championName"":""Sion""}",2025-10-23 09:23:46.640762+00
254,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,LEVEL_UP,Level Up!,YeII0wDucky leveled up to 37 in GEM Gallilessya#GEM,"{""to"":""37"",""from"":""36"",""gained"":""1"",""points"":""80""}",2025-10-23 23:54:40.587896+00
257,5a8753ad-43bd-45fd-b0c0-caf0339a1e7b,47,Chejopatán,GEM Lageldrynne#GEM,Zephiroth,LEVEL_UP,Level Up!,Chejopatán leveled up to 25 in GEM Lageldrynne#GEM,"{""to"":""25"",""from"":""24"",""gained"":""1"",""points"":""80""}",2025-10-24 00:38:03.723992+00
258,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,RANK_UP,SoloQ Promotion!,YeII0wDucky climbed in SoloQ from GOLD II to GOLD I in GEM Gallilessya#GEM,"{""queue"":""SoloQ"",""points"":""25"",""toTier"":""GOLD"",""fromTier"":""GOLD"",""toDivision"":""1"",""fromDivision"":""2"",""divisionsGained"":""1""}",2025-10-24 00:38:29.753908+00
261,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,WIN,Victory!,YeII0wDucky won 3 wins in GEM Gallilessya#GEM,"{""wins"":""3"",""points"":""210"",""totalWins"":""37""}",2025-10-24 00:56:28.325517+00
262,e55f6073-25c5-4c73-a220-4b6327f7ba5e,6,Hunny,GEM Purselgarmet#LAS,Porveldam,HONOR_UP,Honor Increased!,"Hunny increased their honor, reaching level 4","{""to"":""4"",""from"":""3"",""gained"":""1"",""points"":""300""}",2025-10-24 01:05:27.504509+00
263,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,LEVEL_UP,Level Up!,Supblime leveled up to 87 in GEM Lacellire#LAS,"{""to"":""87"",""from"":""86"",""gained"":""1"",""points"":""80""}",2025-10-24 02:00:26.393686+00
264,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,MISSION_COMPLETED,Nueva Misión Completada,YeII0wDucky completó 1 misión(es) nueva(s) en GEM Gallilessya#GEM con un progreso de 1/61,"{""progress"":""1/61"",""ranked_id"":""31"",""total_missions"":""61"",""current_missions"":""1"",""missions_completed"":""1""}",2025-10-24 02:07:17.046067+00
265,e55f6073-25c5-4c73-a220-4b6327f7ba5e,6,Hunny,GEM Purselgarmet#LAS,Porveldam,MISSION_COMPLETED,Nueva Misión Completada,Hunny completó 2 misión(es) nueva(s) en GEM Purselgarmet#LAS con un progreso de 2/61,"{""progress"":""2/61"",""ranked_id"":""6"",""total_missions"":""61"",""current_missions"":""2"",""missions_completed"":""2""}",2025-10-24 02:07:58.847199+00
268,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,LEVEL_UP,Level Up!,Supblime leveled up to 87 in GEM Lacellire#LAS,"{""to"":""87"",""from"":""86"",""gained"":""1"",""points"":""80""}",2025-10-24 13:02:39.046141+00
285,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,WIN,Victory!,YeII0wDucky won 1 win in GEM Gallilessya#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""37""}",2025-10-24 18:39:56.302043+00
286,3d874267-f665-4c55-9f5d-9c06eea06a75,31,YeII0wDucky,GEM Gallilessya#GEM,Gladasmy,WIN,Victory!,YeII0wDucky won 4 wins in GEM Gallilessya#GEM,"{""wins"":""4"",""points"":""280"",""totalWins"":""37""}",2025-10-24 18:40:38.728633+00
288,e55f6073-25c5-4c73-a220-4b6327f7ba5e,6,Hunny,GEM Purselgarmet#LAS,Porveldam,WIN,Victory!,Hunny won 1 win in GEM Purselgarmet#LAS,"{""wins"":""1"",""points"":""70"",""totalWins"":""41""}",2025-10-24 21:40:30.729954+00
290,a098c50f-409f-4fc7-bb2c-c77b073e66cc,13,Gusta_L,GEM PelsNpurmips#GEM,Spadelline,WIN,Victory!,Gusta_L won 4 wins in GEM PelsNpurmips#GEM,"{""wins"":""4"",""points"":""280"",""totalWins"":""41""}",2025-10-24 22:03:16.398768+00
291,a098c50f-409f-4fc7-bb2c-c77b073e66cc,13,Gusta_L,GEM PelsNpurmips#GEM,Spadelline,RANK_UP,Flex Promotion!,Gusta_L climbed in Flex from GOLD III to GOLD II in GEM PelsNpurmips#GEM,"{""queue"":""Flex"",""points"":""25"",""toTier"":""GOLD"",""fromTier"":""GOLD"",""toDivision"":""2"",""fromDivision"":""3"",""divisionsGained"":""1""}",2025-10-24 22:05:37.246143+00
293,e55f6073-25c5-4c73-a220-4b6327f7ba5e,6,Hunny,GEM Purselgarmet#LAS,Porveldam,WIN,Victory!,Hunny won 1 win in GEM Purselgarmet#LAS,"{""wins"":""1"",""points"":""70"",""totalWins"":""41""}",2025-10-24 22:43:10.894299+00
294,e55f6073-25c5-4c73-a220-4b6327f7ba5e,6,Hunny,GEM Purselgarmet#LAS,Porveldam,WIN,Victory!,Hunny won 1 win in GEM Purselgarmet#LAS,"{""wins"":""1"",""points"":""70"",""totalWins"":""41""}",2025-10-24 22:44:47.086738+00
