id,user_id,ranked_id,ranked_name,ranked_username,bloodline,action,title,description,metadata,created_at
520,e55f6073-25c5-4c73-a220-4b6327f7ba5e,49,Hunny,GEM Arklyndarce#GEM,Porveldam,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Syndra in GEM Arklyndarce#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""134"",""championName"":""Syndra""}",2025-11-03 14:47:43.432654+00
521,e55f6073-25c5-4c73-a220-4b6327f7ba5e,49,Hunny,GEM Arklyndarce#GEM,Porveldam,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Fiddlesticks in GEM Arklyndarce#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""9"",""championName"":""Fiddlesticks""}",2025-11-03 14:48:08.438593+00
522,e55f6073-25c5-4c73-a220-4b6327f7ba5e,49,Hunny,GEM Arklyndarce#GEM,Porveldam,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Pantheon in GEM Arklyndarce#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""80"",""championName"":""Pantheon""}",2025-11-03 14:48:20.22035+00
523,d7895f20-abd6-4552-a559-63ba2626b88f,48,Hunny,GEM Furninscorce#GEM,Porveldam,MISSION_COMPLETED,Mission Completed!,Hunny completed a mission in GEM Furninscorce#GEM,"{""points"":""10"",""progress"":""1/12"",""missionNumber"":""1"",""totalMissions"":""12""}",2025-11-03 14:54:09.333655+00
524,e55f6073-25c5-4c73-a220-4b6327f7ba5e,48,Hunny,GEM Furninscorce#GEM,Porveldam,MISSION_COMPLETED,Mission Completed!,Hunny completed a mission in GEM Furninscorce#GEM,"{""progress"":""1/15"",""ranked_id"":""48"",""total_missions"":""15"",""current_missions"":""1"",""missions_completed"":""1""}",2025-11-03 14:54:12.441745+00
525,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""2/12"",""missionNumber"":""2"",""totalMissions"":""12""}",2025-11-03 15:18:35.535942+00
526,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""4/12"",""missionNumber"":""4"",""totalMissions"":""12""}",2025-11-03 15:18:36.416618+00
527,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""6/12"",""missionNumber"":""6"",""totalMissions"":""12""}",2025-11-03 15:18:37.787028+00
528,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""2/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""2"",""missions_completed"":""2""}",2025-11-03 15:18:38.743057+00
529,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""4/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""4"",""missions_completed"":""2""}",2025-11-03 15:18:42.485607+00
530,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""6/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""6"",""missions_completed"":""2""}",2025-11-03 15:18:46.364547+00
531,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 6 with Ashe in GEM Lahallayd#GEM,"{""to"":""6"",""from"":""0"",""points"":""300"",""championId"":""22"",""championName"":""Ashe""}",2025-11-03 15:40:51.592752+00
532,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 6 with Thresh in GEM Lahallayd#GEM,"{""to"":""6"",""from"":""0"",""points"":""300"",""championId"":""412"",""championName"":""Thresh""}",2025-11-03 15:41:08.475343+00
533,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 6 with Poppy in GEM Lahallayd#GEM,"{""to"":""6"",""from"":""0"",""points"":""300"",""championId"":""78"",""championName"":""Poppy""}",2025-11-03 15:41:23.861032+00
534,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 5 with Twitch in GEM Lahallayd#GEM,"{""to"":""5"",""from"":""0"",""points"":""250"",""championId"":""29"",""championName"":""Twitch""}",2025-11-03 15:42:07.58157+00
535,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 5 with Lux in GEM Lahallayd#GEM,"{""to"":""5"",""from"":""0"",""points"":""250"",""championId"":""99"",""championName"":""Lux""}",2025-11-03 15:42:24.820068+00
536,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 4 with Nocturne in GEM Lahallayd#GEM,"{""to"":""4"",""from"":""0"",""points"":""200"",""championId"":""56"",""championName"":""Nocturne""}",2025-11-03 15:42:40.088699+00
537,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 3 with Darius in GEM Lahallayd#GEM,"{""to"":""3"",""from"":""0"",""points"":""150"",""championId"":""122"",""championName"":""Darius""}",2025-11-03 15:42:55.679854+00
538,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 3 with Caitlyn in GEM Lahallayd#GEM,"{""to"":""3"",""from"":""0"",""points"":""150"",""championId"":""51"",""championName"":""Caitlyn""}",2025-11-03 15:43:06.213794+00
539,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Urgot in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""6"",""championName"":""Urgot""}",2025-11-03 15:43:21.386381+00
540,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Shen in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""98"",""championName"":""Shen""}",2025-11-03 15:43:31.65121+00
541,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Trundle in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""48"",""championName"":""Trundle""}",2025-11-03 15:44:02.890416+00
542,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Kayle in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""10"",""championName"":""Kayle""}",2025-11-03 15:44:19.031525+00
543,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Milio in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""902"",""championName"":""Milio""}",2025-11-03 15:44:29.614328+00
544,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Sivir in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""15"",""championName"":""Sivir""}",2025-11-03 15:44:43.025668+00
545,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Kayn in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""141"",""championName"":""Kayn""}",2025-11-03 15:44:58.844917+00
546,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Dr. Mundo in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""36"",""championName"":""Dr. Mundo""}",2025-11-03 15:45:09.784119+00
547,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Warwick in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""19"",""championName"":""Warwick""}",2025-11-03 15:45:19.982415+00
548,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Sejuani in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""113"",""championName"":""Sejuani""}",2025-11-03 15:45:33.936438+00
549,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Soraka in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""16"",""championName"":""Soraka""}",2025-11-03 15:45:45.395077+00
550,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Fiora in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""114"",""championName"":""Fiora""}",2025-11-03 15:45:59.969419+00
551,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Annie in GEM Lahallayd#GEM,"{""to"":""2"",""from"":""0"",""points"":""100"",""championId"":""1"",""championName"":""Annie""}",2025-11-03 15:46:11.241076+00
552,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Lulu in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""117"",""championName"":""Lulu""}",2025-11-03 15:46:23.889553+00
553,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Brand in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""63"",""championName"":""Brand""}",2025-11-03 15:46:36.661932+00
554,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Pantheon in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""80"",""championName"":""Pantheon""}",2025-11-03 15:46:48.496908+00
555,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Maokai in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""57"",""championName"":""Maokai""}",2025-11-03 15:46:58.771351+00
556,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Seraphine in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""147"",""championName"":""Seraphine""}",2025-11-03 15:47:11.955857+00
557,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Nidalee in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""76"",""championName"":""Nidalee""}",2025-11-03 15:47:27.507322+00
558,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Zed in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""238"",""championName"":""Zed""}",2025-11-03 15:47:42.053374+00
559,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Mordekaiser in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""82"",""championName"":""Mordekaiser""}",2025-11-03 15:47:56.781677+00
560,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Yone in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""777"",""championName"":""Yone""}",2025-11-03 15:48:14.223594+00
561,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Kled in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""240"",""championName"":""Kled""}",2025-11-03 15:48:25.272686+00
562,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Jax in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""24"",""championName"":""Jax""}",2025-11-03 15:48:36.883978+00
563,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Elise in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""60"",""championName"":""Elise""}",2025-11-03 15:48:53.033917+00
564,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Kha'Zix in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""121"",""championName"":""Kha'Zix""}",2025-11-03 15:49:16.989665+00
565,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Morgana in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""25"",""championName"":""Morgana""}",2025-11-03 15:49:28.260434+00
566,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Volibear in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""106"",""championName"":""Volibear""}",2025-11-03 15:49:42.861794+00
567,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Garen in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""86"",""championName"":""Garen""}",2025-11-03 15:49:55.764226+00
568,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Lucian in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""236"",""championName"":""Lucian""}",2025-11-03 15:50:08.865932+00
569,e55f6073-25c5-4c73-a220-4b6327f7ba5e,24,Hunny,GEM Lahallayd#GEM,Zephiroth,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 1 with Graves in GEM Lahallayd#GEM,"{""to"":""1"",""from"":""0"",""points"":""50"",""championId"":""104"",""championName"":""Graves""}",2025-11-03 15:50:21.899952+00
570,c446637c-3582-44fd-a26b-93eaadb027b4,40,jony_lu,GEM Veldraveth#GEM,Primogenit,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Veldraveth#GEM,"{""points"":""10"",""progress"":""2/12"",""missionNumber"":""2"",""totalMissions"":""12""}",2025-11-03 19:02:32.904916+00
571,c446637c-3582-44fd-a26b-93eaadb027b4,40,jony_lu,GEM Veldraveth#GEM,Primogenit,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Veldraveth#GEM,"{""points"":""10"",""progress"":""4/12"",""missionNumber"":""4"",""totalMissions"":""12""}",2025-11-03 19:02:33.413309+00
572,c446637c-3582-44fd-a26b-93eaadb027b4,40,jony_lu,GEM Veldraveth#GEM,Primogenit,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Veldraveth#GEM,"{""progress"":""2/61"",""ranked_id"":""40"",""total_missions"":""61"",""current_missions"":""2"",""missions_completed"":""2""}",2025-11-03 19:02:35.806319+00
573,c446637c-3582-44fd-a26b-93eaadb027b4,40,jony_lu,GEM Veldraveth#GEM,Primogenit,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Veldraveth#GEM,"{""progress"":""4/61"",""ranked_id"":""40"",""total_missions"":""61"",""current_missions"":""4"",""missions_completed"":""2""}",2025-11-03 19:02:39.234065+00
574,c446637c-3582-44fd-a26b-93eaadb027b4,21,jony_lu,GEM Envicingess#GEM,Zephiroth,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Envicingess#GEM,"{""points"":""10"",""progress"":""2/12"",""missionNumber"":""2"",""totalMissions"":""12""}",2025-11-03 19:03:01.891542+00
575,c446637c-3582-44fd-a26b-93eaadb027b4,21,jony_lu,GEM Envicingess#GEM,Zephiroth,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Envicingess#GEM,"{""points"":""10"",""progress"":""4/12"",""missionNumber"":""4"",""totalMissions"":""12""}",2025-11-03 19:03:03.128977+00
576,c446637c-3582-44fd-a26b-93eaadb027b4,21,jony_lu,GEM Envicingess#GEM,Zephiroth,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Envicingess#GEM,"{""points"":""10"",""progress"":""5/12"",""missionNumber"":""5"",""totalMissions"":""12""}",2025-11-03 19:03:04.060589+00
577,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""8/12"",""missionNumber"":""8"",""totalMissions"":""12""}",2025-11-03 19:03:18.643566+00
578,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""8/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""8"",""missions_completed"":""2""}",2025-11-03 19:03:21.286825+00
579,c446637c-3582-44fd-a26b-93eaadb027b4,21,jony_lu,GEM Envicingess#GEM,Zephiroth,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Envicingess#GEM,"{""progress"":""5/61"",""ranked_id"":""21"",""total_missions"":""61"",""current_missions"":""5"",""missions_completed"":""5""}",2025-11-03 19:04:24.821832+00
580,e55f6073-25c5-4c73-a220-4b6327f7ba5e,48,Hunny,GEM Furninscorce#GEM,Porveldam,MASTERY_LEVEL_UP,Mastery Upgrade!,Hunny reached mastery level 2 with Rell in GEM Furninscorce#GEM,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""526"",""championName"":""Rell""}",2025-11-03 19:46:42.146347+00
583,f3254e34-8239-4641-b404-d679548ded03,39,peraltadoctor,GEM Deliquesence#LAS,Primogenit,HONOR_UP,Honor Increased!,"peraltadoctor increased their honor, reaching level 5","{""to"":""5"",""from"":""4"",""gained"":""1"",""points"":""300""}",2025-11-04 16:17:48.061282+00
584,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""9/12"",""missionNumber"":""9"",""totalMissions"":""12""}",2025-11-04 18:14:47.842619+00
585,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""10/12"",""missionNumber"":""10"",""totalMissions"":""12""}",2025-11-04 18:14:48.412048+00
586,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""11/12"",""missionNumber"":""11"",""totalMissions"":""12""}",2025-11-04 18:14:49.212365+00
587,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""points"":""10"",""progress"":""12/12"",""missionNumber"":""12"",""totalMissions"":""12""}",2025-11-04 18:14:50.171965+00
588,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""9/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""9"",""missions_completed"":""1""}",2025-11-04 18:14:51.147898+00
589,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""10/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""10"",""missions_completed"":""1""}",2025-11-04 18:14:54.550793+00
590,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""11/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""11"",""missions_completed"":""1""}",2025-11-04 18:14:58.00038+00
591,c446637c-3582-44fd-a26b-93eaadb027b4,43,jony_lu,GEM Gliecernice#GEM,Gladasmy,MISSION_COMPLETED,Mission Completed!,jony_lu completed a mission in GEM Gliecernice#GEM,"{""progress"":""12/15"",""ranked_id"":""43"",""total_missions"":""15"",""current_missions"":""12"",""missions_completed"":""1""}",2025-11-04 18:15:01.3795+00
592,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,WIN,Victory!,Supblime won 1 win in GEM Lacellire#LAS,"{""wins"":""1"",""points"":""70"",""totalWins"":""87""}",2025-11-06 03:33:40.259723+00
593,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,WIN,Victory!,Supblime won 7 wins in GEM Lacellire#LAS,"{""wins"":""7"",""points"":""490"",""totalWins"":""87""}",2025-11-06 03:33:51.116445+00
594,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,HONOR_UP,Honor Increased!,"Supblime increased their honor, reaching level 4","{""to"":""4"",""from"":""3"",""gained"":""1"",""points"":""300""}",2025-11-06 03:33:58.070436+00
595,2b7efafc-3a83-48f8-8e0e-60b052ffcd98,12,Supblime,GEM Lacellire#LAS,Spadelline,MASTERY_LEVEL_UP,Mastery Upgrade!,Supblime reached mastery level 2 with Veigar in GEM Lacellire#LAS,"{""to"":""2"",""from"":""1"",""points"":""50"",""championId"":""45"",""championName"":""Veigar""}",2025-11-06 03:35:08.110418+00
599,2d926f04-c40a-404e-9772-bf458d31f2e2,26,Matutte,GEM Plissevelary#GEM,Zephiroth,WIN,Victory!,Matutte won 1 win in GEM Plissevelary#GEM,"{""wins"":""1"",""points"":""70"",""totalWins"":""34""}",2025-11-06 22:43:32.549125+00
600,d7895f20-abd6-4552-a559-63ba2626b88f,51,Gemy,GEM Depurallire#GEM,Spadelline,MISSION_COMPLETED,Mission Completed!,Gemy completed a mission in GEM Depurallire#GEM,"{""points"":""10"",""progress"":""3/12"",""missionNumber"":""3"",""totalMissions"":""12""}",2025-11-08 02:26:56.480846+00
601,d7895f20-abd6-4552-a559-63ba2626b88f,51,Gemy,GEM Depurallire#GEM,Spadelline,MISSION_COMPLETED,Mission Completed!,Gemy completed a mission in GEM Depurallire#GEM,"{""points"":""10"",""progress"":""5/12"",""missionNumber"":""5"",""totalMissions"":""12""}",2025-11-08 02:26:58.286893+00
602,d7895f20-abd6-4552-a559-63ba2626b88f,51,Gemy,GEM Depurallire#GEM,Spadelline,MISSION_COMPLETED,Mission Completed!,Gemy completed a mission in GEM Depurallire#GEM,"{""progress"":""3/0"",""ranked_id"":""51"",""total_missions"":""0"",""current_missions"":""3"",""missions_completed"":""3""}",2025-11-08 02:26:59.255712+00
603,d7895f20-abd6-4552-a559-63ba2626b88f,51,Gemy,GEM Depurallire#GEM,Spadelline,MISSION_COMPLETED,Mission Completed!,Gemy completed a mission in GEM Depurallire#GEM,"{""progress"":""5/0"",""ranked_id"":""51"",""total_missions"":""0"",""current_missions"":""5"",""missions_completed"":""2""}",2025-11-08 02:27:02.387404+00
